createAt,manageObject,M8013C5,M8013C9,M8013C13,M8013C15,M8013C17,M8013C18,M8013C19,M8013C35,M8013C36,M8013C37,M8013C43,M8013C44,M8013C45,M8013C47,M8013C54,M8013C55,M8013C56,M8013C62,M8013C70,M8013C71,M8013C83,M8013C84,M8013C85,M8013C109,M8013C111,M8013C113,M8013C114,M8013C24,M8013C25,M8013C6,M8013C31,M8013C32,M8013C87,M8013C10,M8013C110,M8013C2,M8013C49,M8013C90,M8013C123,M8013C79,M8013C116,M8013C29,M8013C40,M8013C95,M8013C122,M8013C61,M8013C57,M8013C1,M8013C89,M8013C72,M8013C60,M8013C58,M8013C39,M8013C3,M8013C41
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,32,20.0,11.0,,14,4.0,8.0,14,8.0,4.0,32,32,12.0,12.0,11.0,11.0,,10.0,11.0,,14,4.0,8.0,,,,,753453.0,1151365.0,,6.0,6.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,36,21.0,15.0,,20,5.0,8.0,20,8.0,5.0,36,36,14.0,14.0,15.0,15.0,,10.0,12.0,3.0,20,5.0,8.0,,,,,708157.0,1345944.0,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,67,46.0,21.0,,32,7.0,14.0,32,14.0,7.0,67,67,21.0,21.0,21.0,21.0,,14.0,14.0,7.0,32,7.0,14.0,,,,,812637.0,949440.0,4.0,18.0,14.0,65.0,,,,,47.0,,,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,37,18.0,19.0,,18,5.0,14.0,18,14.0,5.0,37,37,19.0,19.0,19.0,19.0,,9.0,14.0,5.0,18,5.0,14.0,,,,,460006.0,920153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,43,29.0,14.0,,28,4.0,11.0,28,11.0,4.0,43,43,15.0,15.0,14.0,14.0,,13.0,12.0,2.0,28,4.0,11.0,1.0,,,,949995.0,1223542.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,108,45.0,55.0,,25,15.0,44.0,24,44.0,15.0,108,108,62.0,62.0,55.0,55.0,,50.0,50.0,5.0,25,15.0,44.0,1.0,1.0,,,915876.0,1523340.0,1.0,25.0,25.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,103,39.0,67.0,1.0,17,21.0,43.0,17,43.0,21.0,103,103,64.0,64.0,68.0,67.0,,47.0,51.0,16.0,17,21.0,43.0,4.0,,1.0,,1794530.0,2854105.0,1.0,23.0,22.0,28.0,,,,,5.0,,,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,73,21.0,50.0,2.0,19,16.0,36.0,19,36.0,16.0,73,73,52.0,52.0,52.0,50.0,2.0,40.0,41.0,9.0,19,16.0,36.0,,2.0,,,1522246.0,2071995.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,77,18.0,59.0,,19,20.0,38.0,19,38.0,20.0,77,77,59.0,59.0,59.0,59.0,,44.0,44.0,15.0,19,20.0,38.0,,,,,1224647.0,1989503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,75,10.0,61.0,1.0,12,17.0,46.0,12,46.0,17.0,75,75,65.0,65.0,62.0,61.0,,53.0,49.0,12.0,12,17.0,46.0,4.0,,,1.0,1441008.0,2358372.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,66,17.0,50.0,1.0,16,14.0,36.0,16,36.0,14.0,66,66,50.0,50.0,51.0,50.0,1.0,47.0,33.0,17.0,16,14.0,36.0,3.0,,,,2802746.0,2924241.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,100,20.0,72.0,4.0,23,31.0,47.0,22,47.0,31.0,100,100,80.0,80.0,76.0,72.0,,67.0,63.0,9.0,23,31.0,47.0,7.0,2.0,1.0,3.0,2003775.0,2960399.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,72,19.0,56.0,1.0,18,12.0,39.0,18,39.0,12.0,72,72,53.0,52.0,57.0,56.0,,41.0,41.0,15.0,18,12.0,39.0,4.0,1.0,,1.0,1743720.0,2842166.0,,3.0,3.0,14.0,,,1.0,1.0,11.0,,,,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,114,30.0,73.0,5.0,28,30.0,53.0,28,53.0,30.0,114,114,86.0,86.0,78.0,73.0,,76.0,61.0,12.0,28,30.0,53.0,10.0,2.0,1.0,4.0,2160185.0,3112082.0,,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,95,23.0,70.0,2.0,22,23.0,47.0,22,47.0,23.0,95,95,71.0,71.0,72.0,70.0,,65.0,57.0,13.0,22,23.0,47.0,5.0,,,2.0,1833384.0,3289590.0,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,87,12.0,73.0,2.0,16,22.0,50.0,15,50.0,22.0,87,87,75.0,75.0,75.0,73.0,1.0,66.0,55.0,18.0,17,22.0,50.0,1.0,2.0,,1.0,1741768.0,3210094.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,98,9.0,86.0,5.0,11,19.0,68.0,11,68.0,19.0,98,98,89.0,89.0,91.0,86.0,1.0,86.0,69.0,17.0,11,19.0,68.0,7.0,2.0,1.0,3.0,1883323.0,2290852.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,109,19.0,86.0,4.0,19,28.0,63.0,19,62.0,28.0,109,109,90.0,90.0,90.0,86.0,1.0,88.0,64.0,22.0,19,28.0,63.0,10.0,1.0,,3.0,2064629.0,3713095.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,92,12.0,77.0,3.0,14,28.0,51.0,14,50.0,28.0,92,92,80.0,80.0,80.0,77.0,2.0,70.0,60.0,17.0,14,28.0,51.0,9.0,1.0,,1.0,1019608.0,2797012.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,91,14.0,75.0,,11,31.0,46.0,11,46.0,31.0,91,91,78.0,78.0,75.0,75.0,,68.0,57.0,18.0,11,31.0,46.0,2.0,,,,1530406.0,3044420.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,82,7.0,73.0,1.0,9,23.0,51.0,9,51.0,22.0,82,82,74.0,74.0,74.0,73.0,,70.0,60.0,13.0,9,23.0,51.0,2.0,,,1.0,2248768.0,2892486.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,96,9.0,87.0,2.0,9,25.0,63.0,9,63.0,24.0,96,96,88.0,88.0,89.0,87.0,,85.0,70.0,17.0,9,25.0,63.0,5.0,1.0,,2.0,2149032.0,3261991.0,9.0,8.0,,29.0,,,,,21.0,,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,75,16.0,58.0,2.0,15,21.0,40.0,15,39.0,21.0,75,75,62.0,62.0,60.0,58.0,,51.0,47.0,11.0,15,21.0,40.0,7.0,,,2.0,1081396.0,2045603.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,86,8.0,80.0,,8,26.0,52.0,8,52.0,26.0,86,86,78.0,78.0,80.0,80.0,,76.0,61.0,19.0,8,26.0,52.0,4.0,,,,2022216.0,3082406.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,98,16.0,76.0,1.0,18,19.0,61.0,18,61.0,19.0,98,98,83.0,83.0,77.0,76.0,,82.0,65.0,11.0,18,19.0,61.0,3.0,1.0,,1.0,2314031.0,2813276.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,75,12.0,65.0,,14,23.0,38.0,14,38.0,23.0,75,75,63.0,63.0,65.0,65.0,,59.0,55.0,10.0,14,23.0,38.0,,,,,1052350.0,1781163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-660701,46,14.0,31.0,,15,10.0,22.0,14,22.0,10.0,46,46,32.0,32.0,31.0,31.0,,30.0,24.0,7.0,15,10.0,22.0,,,,,1099348.0,1802347.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-660701,45,15.0,32.0,1.0,14,14.0,17.0,14,17.0,14.0,45,45,31.0,31.0,33.0,32.0,1.0,27.0,27.0,5.0,14,14.0,17.0,,1.0,,,702462.0,1140111.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:45:00.000-04:00:00,NE-MRBTS-660701,46,13.0,29.0,,15,11.0,20.0,15,20.0,11.0,46,46,32.0,32.0,29.0,29.0,,30.0,24.0,5.0,15,11.0,20.0,,,,,725301.0,1507662.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-660701,45,10.0,36.0,,12,12.0,21.0,12,21.0,12.0,45,45,35.0,35.0,36.0,36.0,,31.0,30.0,6.0,12,12.0,21.0,,,,,1008709.0,1181408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,32,15.0,18.0,,15,8.0,9.0,15,9.0,8.0,32,32,17.0,17.0,18.0,18.0,,17.0,16.0,2.0,15,8.0,9.0,1.0,,,,1660430.0,754762.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-660701,40,16.0,22.0,,18,8.0,14.0,18,14.0,8.0,40,40,23.0,23.0,22.0,22.0,,23.0,20.0,2.0,18,8.0,14.0,,,,,1395485.0,621720.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:45:00.000-04:00:00,NE-MRBTS-660701,33,19.0,13.0,,22,7.0,4.0,22,4.0,7.0,33,33,14.0,13.0,13.0,13.0,,13.0,13.0,,22,7.0,4.0,1.0,,,,1379903.0,625154.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-660701,42,18.0,23.0,,17,4.0,21.0,17,21.0,4.0,42,42,25.0,25.0,23.0,23.0,,25.0,21.0,2.0,17,4.0,21.0,,,,,1625706.0,1182781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-660701,42,16.0,24.0,1.0,16,9.0,17.0,16,17.0,9.0,42,42,28.0,28.0,25.0,24.0,1.0,20.0,22.0,2.0,16,9.0,17.0,,1.0,,,1340286.0,1463309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-660701,39,20.0,20.0,,20,3.0,16.0,20,16.0,3.0,39,39,21.0,21.0,20.0,20.0,,21.0,15.0,5.0,20,3.0,16.0,,,,,1832699.0,1391253.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:45:00.000-04:00:00,NE-MRBTS-660701,42,27.0,15.0,,26,6.0,10.0,26,10.0,6.0,42,42,19.0,19.0,15.0,15.0,,19.0,15.0,,26,6.0,10.0,,,,,1527955.0,620707.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-660701,44,26.0,18.0,,18,4.0,14.0,18,14.0,4.0,44,44,18.0,18.0,18.0,18.0,,12.0,15.0,3.0,18,4.0,14.0,,,,,954220.0,885516.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-660701,36,15.0,21.0,,15,11.0,10.0,15,10.0,11.0,36,36,21.0,21.0,21.0,21.0,,21.0,20.0,1.0,15,11.0,10.0,,,,,1270497.0,862090.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-660701,35,22.0,13.0,,21,5.0,8.0,19,8.0,5.0,35,35,13.0,13.0,13.0,13.0,,13.0,12.0,1.0,21,5.0,8.0,,,,,1789433.0,208357.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:45:00.000-04:00:00,NE-MRBTS-660701,32,19.0,12.0,,21,3.0,8.0,21,8.0,3.0,32,32,12.0,12.0,12.0,12.0,,12.0,12.0,,21,3.0,8.0,,,,,1814764.0,122591.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-660701,31,17.0,14.0,,17,4.0,10.0,17,10.0,4.0,31,31,14.0,14.0,14.0,14.0,,14.0,13.0,1.0,17,4.0,10.0,,,,,1870939.0,236164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-660701,43,20.0,24.0,,20,4.0,19.0,20,19.0,4.0,43,43,23.0,23.0,24.0,24.0,,15.0,22.0,2.0,20,4.0,19.0,,,,,1268021.0,655553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-660701,50,14.0,35.0,,14,9.0,27.0,14,27.0,9.0,50,50,36.0,36.0,35.0,35.0,,17.0,28.0,7.0,14,9.0,27.0,,1.0,,,686808.0,1224973.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:45:00.000-04:00:00,NE-MRBTS-660701,50,18.0,30.0,1.0,20,8.0,22.0,20,22.0,8.0,50,50,31.0,31.0,31.0,30.0,1.0,12.0,25.0,5.0,20,8.0,22.0,,1.0,,,1002888.0,652168.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-660701,48,21.0,27.0,,21,7.0,20.0,21,20.0,7.0,48,48,27.0,27.0,27.0,27.0,,7.0,21.0,6.0,21,7.0,20.0,,,,,1055082.0,458068.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-660701,43,20.0,23.0,,20,10.0,13.0,20,13.0,10.0,43,43,23.0,23.0,23.0,23.0,,9.0,18.0,5.0,20,10.0,13.0,,,,,860709.0,581564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-660701,73,25.0,49.0,1.0,25,15.0,33.0,25,33.0,15.0,73,73,48.0,48.0,50.0,49.0,1.0,28.0,38.0,11.0,25,15.0,33.0,,1.0,,,209946.0,927468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:45:00.000-04:00:00,NE-MRBTS-660701,56,20.0,34.0,,22,6.0,28.0,22,28.0,6.0,56,56,35.0,35.0,34.0,34.0,,12.0,30.0,4.0,22,6.0,28.0,,,,,346504.0,1023178.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-660701,44,18.0,25.0,,18,8.0,18.0,18,18.0,8.0,44,44,26.0,26.0,25.0,25.0,,6.0,19.0,6.0,18,8.0,18.0,,,,,416154.0,1191379.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-660701,29,16.0,14.0,,16,5.0,8.0,16,8.0,5.0,29,29,13.0,13.0,14.0,14.0,,8.0,13.0,1.0,16,5.0,8.0,,,,,420924.0,1260100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-660701,44,20.0,22.0,,22,8.0,14.0,22,14.0,8.0,44,44,23.0,23.0,22.0,22.0,,6.0,18.0,4.0,22,8.0,14.0,,,,,355531.0,1095919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:45:00.000-04:00:00,NE-MRBTS-660701,41,16.0,25.0,,16,7.0,18.0,16,18.0,7.0,41,41,25.0,25.0,25.0,25.0,,6.0,20.0,5.0,16,7.0,18.0,,,,,352570.0,1117706.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-660701,47,19.0,28.0,,19,7.0,21.0,19,21.0,7.0,47,47,28.0,28.0,28.0,28.0,,7.0,24.0,4.0,19,7.0,21.0,,,,,349776.0,1167192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-660701,43,20.0,24.0,,20,7.0,16.0,20,16.0,7.0,43,43,23.0,23.0,24.0,24.0,,7.0,20.0,4.0,20,7.0,16.0,,,,,376805.0,1058822.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-660701,46,20.0,24.0,,22,8.0,16.0,22,16.0,8.0,46,46,25.0,25.0,24.0,24.0,,4.0,19.0,5.0,22,8.0,16.0,,,,,334860.0,1061177.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:45:00.000-04:00:00,NE-MRBTS-660701,43,19.0,24.0,,20,7.0,16.0,20,16.0,7.0,43,43,24.0,24.0,24.0,24.0,,7.0,22.0,2.0,20,7.0,16.0,,,,,303887.0,1003259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-660701,42,18.0,25.0,,18,6.0,18.0,18,18.0,6.0,42,42,24.0,24.0,25.0,25.0,,3.0,21.0,4.0,18,6.0,18.0,,,,,345802.0,989855.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-660701,33,19.0,13.0,,19,3.0,11.0,19,11.0,3.0,33,33,14.0,14.0,13.0,13.0,,3.0,11.0,2.0,19,3.0,11.0,,,,,433742.0,1119089.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-660701,35,18.0,17.0,,20,6.0,9.0,20,9.0,6.0,35,35,16.0,16.0,17.0,17.0,,6.0,15.0,2.0,20,6.0,9.0,,,,,374756.0,1005584.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:45:00.000-04:00:00,NE-MRBTS-660701,41,20.0,20.0,,20,4.0,17.0,20,17.0,4.0,41,41,21.0,21.0,20.0,20.0,,6.0,16.0,4.0,20,4.0,17.0,,,,,416481.0,1158203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-660701,36,17.0,20.0,,17,6.0,13.0,17,13.0,6.0,36,36,19.0,19.0,20.0,20.0,,9.0,18.0,2.0,17,6.0,13.0,,,,,458859.0,1106735.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-660701,35,20.0,15.0,,20,6.0,9.0,20,9.0,6.0,35,35,15.0,15.0,15.0,15.0,,8.0,13.0,2.0,20,6.0,9.0,,,,,407486.0,1227838.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-660701,52,20.0,30.0,,22,5.0,25.0,22,25.0,5.0,52,52,31.0,31.0,30.0,30.0,,23.0,23.0,7.0,22,5.0,25.0,,,,,498165.0,1426254.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:45:00.000-04:00:00,NE-MRBTS-660701,40,18.0,23.0,,18,5.0,17.0,18,17.0,5.0,40,40,22.0,22.0,23.0,23.0,,16.0,17.0,6.0,18,5.0,17.0,,,,,348325.0,1258589.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-660701,42,18.0,21.0,2.0,18,7.0,17.0,18,17.0,7.0,42,42,24.0,24.0,23.0,21.0,2.0,16.0,17.0,4.0,18,7.0,17.0,,2.0,,,302479.0,1233843.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-660701,52,21.0,31.0,1.0,21,10.0,21.0,21,21.0,10.0,52,52,31.0,31.0,32.0,31.0,1.0,19.0,26.0,5.0,21,10.0,22.0,,1.0,,,209506.0,848347.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-660701,53,22.0,30.0,,25,5.0,23.0,25,23.0,5.0,53,53,30.0,30.0,30.0,30.0,,21.0,26.0,4.0,25,5.0,23.0,,,,,325433.0,827303.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:45:00.000-04:00:00,NE-MRBTS-660701,58,16.0,42.0,,16,8.0,34.0,16,34.0,8.0,58,58,42.0,42.0,42.0,42.0,,28.0,31.0,11.0,16,8.0,34.0,,,,,207311.0,1036683.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-660701,57,20.0,38.0,,20,13.0,24.0,20,24.0,13.0,57,57,37.0,37.0,38.0,38.0,,27.0,29.0,9.0,20,13.0,24.0,,,,,177900.0,782323.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-660701,58,20.0,35.0,,22,8.0,28.0,22,28.0,8.0,58,58,37.0,37.0,35.0,35.0,,26.0,28.0,7.0,22,8.0,28.0,,,,,244505.0,994435.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-660701,66,27.0,39.0,,27,10.0,29.0,27,29.0,10.0,66,66,39.0,39.0,39.0,39.0,,25.0,31.0,8.0,27,10.0,29.0,,,,,169122.0,868130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:45:00.000-04:00:00,NE-MRBTS-660701,50,25.0,26.0,,25,9.0,16.0,25,16.0,9.0,50,50,25.0,25.0,26.0,26.0,,18.0,21.0,5.0,25,9.0,16.0,,,,,317460.0,1109248.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-660701,61,21.0,39.0,,21,13.0,27.0,21,27.0,13.0,61,61,40.0,40.0,39.0,39.0,,23.0,32.0,7.0,21,13.0,27.0,,,,,221980.0,1164722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-660701,73,19.0,53.0,,21,14.0,38.0,21,38.0,14.0,73,73,53.0,53.0,53.0,53.0,,46.0,42.0,11.0,21,14.0,38.0,,1.0,,,412233.0,1498204.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-660701,60,16.0,42.0,,16,15.0,29.0,16,29.0,15.0,60,60,44.0,44.0,42.0,42.0,,41.0,35.0,7.0,16,15.0,30.0,,,,,687177.0,1407609.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T05:45:00.000-04:00:00,NE-MRBTS-660701,77,16.0,62.0,,14,20.0,43.0,14,43.0,20.0,77,77,64.0,64.0,62.0,62.0,,52.0,53.0,9.0,14,20.0,43.0,,,,,1049771.0,1940386.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-660701,104,12.0,90.0,1.0,12,25.0,67.0,12,67.0,25.0,104,104,93.0,93.0,91.0,90.0,1.0,81.0,77.0,13.0,12,25.0,67.0,1.0,1.0,,,1474855.0,2216423.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-660701,95,14.0,77.0,1.0,16,21.0,58.0,16,58.0,21.0,95,95,80.0,80.0,78.0,77.0,,70.0,64.0,13.0,16,21.0,58.0,3.0,,,1.0,1118899.0,2373632.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-660701,95,18.0,78.0,,18,29.0,48.0,18,48.0,29.0,95,95,77.0,77.0,78.0,78.0,,66.0,67.0,11.0,18,29.0,48.0,2.0,,,,752756.0,2497951.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:45:00.000-04:00:00,NE-MRBTS-660701,107,26.0,79.0,4.0,25,27.0,52.0,25,52.0,27.0,107,107,81.0,81.0,83.0,79.0,1.0,72.0,70.0,9.0,25,27.0,52.0,7.0,1.0,,3.0,986399.0,1894159.0,,3.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-660701,98,15.0,82.0,,14,33.0,51.0,14,51.0,33.0,98,98,85.0,85.0,82.0,82.0,,77.0,67.0,15.0,14,33.0,51.0,,,,,1409157.0,3309723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-660701,96,15.0,79.0,1.0,13,29.0,54.0,13,54.0,29.0,96,96,84.0,84.0,80.0,79.0,,75.0,62.0,17.0,13,29.0,54.0,2.0,,,1.0,1330428.0,3339278.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-660701,94,14.0,80.0,,11,27.0,53.0,11,53.0,27.0,94,94,81.0,81.0,80.0,80.0,,72.0,63.0,17.0,12,27.0,53.0,,,,,2315237.0,2856145.0,,3.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T07:45:00.000-04:00:00,NE-MRBTS-660701,104,8.0,88.0,7.0,8,27.0,69.0,8,69.0,27.0,104,104,97.0,97.0,95.0,88.0,1.0,90.0,70.0,18.0,8,28.0,69.0,16.0,2.0,1.0,5.0,1905525.0,2780620.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-660701,105,10.0,94.0,4.0,11,28.0,66.0,11,66.0,28.0,105,105,96.0,96.0,98.0,94.0,1.0,84.0,80.0,14.0,11,28.0,66.0,8.0,1.0,,3.0,1358746.0,2893688.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-660701,127,24.0,92.0,7.0,24,33.0,71.0,24,70.0,33.0,127,127,104.0,103.0,99.0,92.0,1.0,83.0,75.0,17.0,24,33.0,72.0,11.0,3.0,1.0,5.0,1005526.0,2684234.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
