createAt,manageObject,M8000C29,M8000C30,M8000C11,M8000C6,M8000C7,M8000C38,M8000C37,M8000C9
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,3.0,21,36.0,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,1.0,26,38.0,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,1.0,12,39.0,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,4.0,22,42.0,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,1.0,11,30.0,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,4.0,20,38.0,,,,,
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,1.0,14,35.0,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,2.0,28,37.0,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,1.0,17,27.0,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,1.0,17,26.0,,,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,2.0,27,34.0,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,3.0,10,29.0,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,11.0,27,18.0,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,1.0,19,19.0,,,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,1.0,18,16.0,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,7.0,31,17.0,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,1.0,18,12.0,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,1.0,19,13.0,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,3.0,19,20.0,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,4.0,15,16.0,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,1.0,18,9.0,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,3.0,22,7.0,,,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,4.0,22,4.0,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,,16,10.0,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,1.0,20,5.0,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-660701,1.0,20,4.0,,,,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-660701,2.0,22,2.0,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-660701,1.0,22,5.0,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-660701,3.0,21,2.0,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-660701,1.0,22,4.0,,,,,
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-660701,2.0,17,10.0,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-660701,2.0,18,6.0,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-660701,3.0,22,3.0,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-660701,1.0,25,5.0,,,,,
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-660701,2.0,20,3.0,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-660701,1.0,21,4.0,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-660701,2.0,27,1.0,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-660701,2.0,23,3.0,,,,,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-660701,1.0,21,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-660701,1.0,24,4.0,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-660701,1.0,22,4.0,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-660701,2.0,23,1.0,,,,,
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-660701,,22,3.0,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-660701,1.0,22,4.0,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-660701,,16,3.0,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-660701,4.0,29,1.0,,,,,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-660701,,21,1.0,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,1.0,20,,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,1.0,25,3.0,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,3.0,26,2.0,,,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,1.0,17,4.0,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,1.0,23,3.0,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,1.0,23,5.0,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,2.0,21,2.0,,,,,
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,1.0,24,1.0,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,1.0,21,5.0,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,3.0,22,2.0,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,1.0,24,2.0,,,,,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,1.0,19,4.0,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,1.0,24,4.0,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,5.0,29,3.0,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,1.0,17,8.0,,,,,
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,1.0,16,7.0,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,1.0,20,13.0,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,14.0,33,40.0,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,2.0,12,38.0,,,,,
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,2.0,17,34.0,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,2.0,20,27.0,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,3.0,12,23.0,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,2.0,18,23.0,,,,,
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,2.0,17,20.0,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,2.0,14,16.0,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,3.0,23,25.0,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,10.0,18,22.0,,,,,
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,8.0,25,20.0,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,5.0,28,38.0,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,3.0,17,35.0,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,4.0,22,21.0,,,,,
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,8.0,24,30.0,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,7.0,31,35.0,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,2.0,14,23.0,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,2.0,17,16.0,,,,,
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,1.0,21,4.0,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,2.0,23,8.0,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,1.0,47,7.0,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,,18,6.0,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,3.0,31,4.0,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,8.0,52,19.0,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,1.0,40,44.0,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,5.0,26,19.0,,,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,10.0,28,20.0,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,4.0,13,27.0,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,1.0,17,24.0,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,8.0,28,52.0,,,,,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,7.0,26,30.0,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,12.0,38,42.0,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,4.0,27,29.0,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,7.0,19,34.0,,,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,10.0,19,42.0,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,3.0,22,46.0,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,2.0,14,44.0,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,2.0,15,35.0,,,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,2.0,9,37.0,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,9.0,17,35.0,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,4.0,17,54.0,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,2.0,10,31.0,,,,,
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,14.0,28,28.0,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,11.0,23,32.0,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-660701,2.0,16,13.0,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-660701,3.0,17,26.0,,,,,
2025-05-07T17:45:00.000-04:00:00,NE-MRBTS-660701,2.0,15,17.0,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-660701,12.0,22,12.0,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,3.0,18,11.0,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-660701,5.0,21,10.0,,,,,
2025-05-07T18:45:00.000-04:00:00,NE-MRBTS-660701,10.0,28,7.0,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-660701,4.0,21,5.0,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-660701,4.0,18,9.0,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-660701,5.0,23,3.0,,,,,
2025-05-07T19:45:00.000-04:00:00,NE-MRBTS-660701,4.0,26,12.0,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-660701,3.0,29,6.0,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-660701,4.0,19,11.0,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-660701,2.0,24,5.0,,,,,
2025-05-07T20:45:00.000-04:00:00,NE-MRBTS-660701,4.0,23,4.0,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-660701,2.0,19,4.0,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-660701,3.0,23,5.0,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-660701,4.0,18,11.0,,,,,
2025-05-07T21:45:00.000-04:00:00,NE-MRBTS-660701,3.0,21,13.0,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-660701,2.0,23,7.0,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-660701,3.0,23,10.0,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-660701,2.0,27,16.0,,,,,
2025-05-07T22:45:00.000-04:00:00,NE-MRBTS-660701,4.0,24,6.0,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-660701,1.0,19,9.0,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-660701,4.0,20,5.0,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-660701,4.0,24,8.0,,,,,
2025-05-07T23:45:00.000-04:00:00,NE-MRBTS-660701,2.0,18,7.0,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-660701,2.0,21,7.0,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-660701,1.0,21,7.0,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-660701,3.0,23,8.0,,,,,
2025-05-08T00:45:00.000-04:00:00,NE-MRBTS-660701,1.0,20,11.0,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-660701,1.0,19,7.0,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-660701,1.0,20,4.0,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-660701,4.0,22,7.0,,,,,
2025-05-08T01:45:00.000-04:00:00,NE-MRBTS-660701,3.0,23,4.0,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-660701,3.0,20,7.0,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-660701,3.0,23,7.0,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-660701,3.0,23,7.0,,,,,
2025-05-08T02:45:00.000-04:00:00,NE-MRBTS-660701,3.0,21,6.0,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-660701,2.0,20,8.0,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-660701,3.0,24,10.0,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-660701,3.0,25,7.0,,,,,
2025-05-08T03:45:00.000-04:00:00,NE-MRBTS-660701,3.0,19,10.0,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-660701,2.0,22,13.0,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-660701,6.0,26,10.0,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-660701,2.0,29,10.0,,,,,
2025-05-08T04:45:00.000-04:00:00,NE-MRBTS-660701,3.0,28,9.0,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-660701,2.0,23,14.0,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-660701,4.0,23,14.0,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-660701,3.0,19,18.0,,,,,
2025-05-08T05:45:00.000-04:00:00,NE-MRBTS-660701,2.0,15,21.0,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-660701,2.0,13,25.0,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-660701,4.0,18,36.0,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-660701,1.0,19,39.0,,,,,
2025-05-08T06:45:00.000-04:00:00,NE-MRBTS-660701,2.0,28,39.0,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-660701,5.0,18,44.0,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-660701,4.0,16,32.0,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-660701,6.0,19,27.0,,,,,
2025-05-08T07:45:00.000-04:00:00,NE-MRBTS-660701,5.0,12,46.0,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-660701,2.0,11,42.0,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-660701,2.0,25,55.0,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-660701,3.0,16,55.0,,,,,
2025-05-08T08:45:00.000-04:00:00,NE-MRBTS-660701,4.0,21,44.0,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-660701,6.0,18,44.0,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-660701,5.0,22,50.0,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-660701,3.0,16,44.0,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-660701,4.0,14,37.0,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-660701,5.0,31,29.0,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-660701,3.0,17,21.0,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-660701,3.0,18,7.0,,,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-660701,7.0,26,23.0,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-660701,3.0,33,17.0,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-660701,3.0,30,16.0,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-660701,,25,18.0,,,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-660701,1.0,26,12.0,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-660701,10.0,33,27.0,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-660701,8.0,42,18.0,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-660701,6.0,31,23.0,,,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-660701,3.0,26,20.0,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-660701,4.0,31,25.0,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-660701,6.0,25,29.0,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-660701,4.0,33,22.0,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-660701,11.0,34,26.0,1.0,1.0,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-660701,52.0,74,30.0,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-660701,29.0,50,37.0,1.0,1.0,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-660701,88.0,117,20.0,1.0,1.0,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-660701,112.0,141,22.0,3.0,3.0,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-660701,95.0,135,31.0,1.0,1.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-660701,71.0,99,33.0,2.0,2.0,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-660701,105.0,142,26.0,2.0,2.0,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-414225,1.0,11,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-414225,,4,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-414225,,10,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-414225,1.0,14,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-414225,,12,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-414225,,10,,,,,,
2025-05-06T16:45:00.000-03:00:00,NE-MRBTS-414225,,5,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-414225,1.0,10,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-414225,,9,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-414225,1.0,10,,,,,,
2025-05-06T17:45:00.000-03:00:00,NE-MRBTS-414225,,13,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-414225,,28,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-414225,1.0,38,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-414225,,6,,,,,,
2025-05-06T18:45:00.000-03:00:00,NE-MRBTS-414225,,37,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-414225,,4,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-414225,,3,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-414225,,33,,,,,,
2025-05-06T19:45:00.000-03:00:00,NE-MRBTS-414225,,10,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-414225,,3,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-414225,,35,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-414225,,34,,,,,,
2025-05-06T20:45:00.000-03:00:00,NE-MRBTS-414225,,5,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-414225,,2,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-06T21:45:00.000-03:00:00,NE-MRBTS-414225,,5,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-414225,,3,,,,,,
2025-05-06T22:45:00.000-03:00:00,NE-MRBTS-414225,,33,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-414225,,2,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-414225,,33,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-414225,,4,,,,,,
2025-05-06T23:45:00.000-03:00:00,NE-MRBTS-414225,,30,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-414225,,5,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-414225,,38,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-414225,,24,,,,,,
2025-05-07T00:45:00.000-03:00:00,NE-MRBTS-414225,,4,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-414225,,29,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-414225,,3,,,,,,
2025-05-07T01:45:00.000-03:00:00,NE-MRBTS-414225,,30,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-414225,,2,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-414225,,11,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-414225,,20,,,,,,
2025-05-07T02:45:00.000-03:00:00,NE-MRBTS-414225,,6,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-414225,,27,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-07T03:45:00.000-03:00:00,NE-MRBTS-414225,,1,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-414225,,32,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-414225,,10,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-414225,,24,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-414225,6.0,15,2.0,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-414225,,11,1.0,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-414225,1.0,8,3.0,,,,,
2025-05-08T10:45:00.000-03:00:00,NE-MRBTS-414225,,11,3.0,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-414225,2.0,10,1.0,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-414225,,10,3.0,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-414225,5.0,19,2.0,,,,,
2025-05-08T11:45:00.000-03:00:00,NE-MRBTS-414225,1.0,6,2.0,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-414225,1.0,40,4.0,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-414225,1.0,14,4.0,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-414225,,7,6.0,,,,,
2025-05-08T12:45:00.000-03:00:00,NE-MRBTS-414225,1.0,8,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-414225,1.0,9,6.0,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-414225,,4,1.0,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-414225,,7,3.0,,,,,
2025-05-08T13:45:00.000-03:00:00,NE-MRBTS-414225,,7,1.0,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-414225,1.0,13,1.0,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-414225,,19,1.0,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-414225,1.0,6,1.0,,,,,
2025-05-08T14:45:00.000-03:00:00,NE-MRBTS-414225,1.0,6,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-414225,7.0,15,,1.0,1.0,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-414225,1.0,4,3.0,1.0,1.0,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-414225,12.0,12,,1.0,1.0,,,
2025-05-08T15:45:00.000-03:00:00,NE-MRBTS-414225,13.0,14,,2.0,2.0,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-414225,13.0,17,,2.0,2.0,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-414225,6.0,13,1.0,1.0,1.0,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-414225,12.0,12,,2.0,2.0,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690501,136.0,118,3722.0,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690501,136.0,131,3377.0,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690501,124.0,112,3132.0,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690501,131.0,122,3525.0,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690501,144.0,138,3536.0,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690501,169.0,167,3563.0,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690501,139.0,130,3598.0,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690501,174.0,170,3430.0,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690501,130.0,131,3342.0,,,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-690501,127.0,114,3302.0,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690501,129.0,115,3261.0,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690501,111.0,94,3946.0,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690501,116.0,97,3043.0,,,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-690501,129.0,114,2591.0,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690501,125.0,107,2425.0,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690501,122.0,101,2637.0,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690501,126.0,109,2505.0,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690501,120.0,103,2266.0,,,,,
