createAt,manageObject,M8012C0,M8012C2,M8012C12,M8012C16,M8012C17,M8012C18,M8012C70,M8012C71,M8012C75,M8012C76,M8012C77,M8012C78,M8012C79,M8012C80,M8012C107,M8012C108,M8012C133,M8012C134,M8012C164,M8012C173,M8012C187,M8012C191,M8012C197,M8012C205,M8012C206,M8012C212,M8012C213,M8012C263,M8012C267,M8012C302,M8012C303,M8012C304,M8012C307,M8012C22,M8012C25,M8012C19,M8012C20,M8012C23,M8012C26,M8012C27,M8012C28,M8012C29,M8012C30,M8012C31,M8012C32,M8012C33,M8012C34,M8012C35,M8012C36,M8012C38,M8012C39,M8012C40,M8012C41,M8012C42,M8012C43,M8012C45,M8012C46,M8012C47,M8012C74,M8012C81,M8012C82,M8012C83,M8012C84,M8012C85,M8012C86,M8012C87,M8012C88,M8012C90,M8012C148,M8012C149,M8012C150,M8012C179,M8012C180,M8012C183,M8012C184,M8012C214,M8012C215,M8012C219,M8012C1,M8012C3,M8012C48,M8012C49,M8012C50,M8012C51,M8012C52,M8012C53,M8012C54,M8012C55,M8012C56,M8012C57,M8012C58,M8012C59,M8012C60,M8012C61,M8012C62,M8012C63,M8012C64,M8012C65,M8012C66,M8012C67,M8012C68,M8012C89,M8012C144,M8012C145,M8012C146,M8012C147,M8012C152,M8012C153,M8012C154,M8012C155,M8012C181,M8012C182,M8012C185,M8012C186,M8012C255,M8012C256,M8012C257,M8012C258,M8012C293,M8012C69,M8012C37,M8012C44
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-621901,721840,143738.0,17.0,27.0,22106.0,717903,33.0,22074.0,23.0,716378.0,33.0,28.0,21469.0,713912.0,125374000.0,292017.0,5337596208.0,549269.0,104384.0,469706.0,,,41522.0,716344.0,22106.0,14985.0,7339.0,,,5377308512.0,567046.0,,,1242.0,31380.0,21136068.0,700066313.0,188.0,6222.0,65239.0,63655.0,130571.0,93120.0,234648.0,218504.0,458222.0,672436.0,1236298.0,2064237.0,5076427.0,9177115.0,10714706.0,13453816.0,9847683.0,7655803.0,19657074.0,14428951.0,18336397.0,8.0,27897331.0,60721642.0,82589572.0,60507851.0,73930052.0,45269621.0,246708325.0,150652725.0,374648.0,3141.0,75404.0,2463896.0,15625.0,31355.0,12312.0,27355.0,24447.0,59253.0,200786.0,2552.0,26667.0,955193.0,486795.0,951742.0,848531.0,938826.0,1079760.0,1113196.0,1408518.0,1126555.0,1035047.0,948488.0,826750.0,799379.0,830005.0,895233.0,887154.0,988939.0,1058102.0,955879.0,915553.0,222488.0,173791.0,342494.0,530070.0,4455820.0,2188231.0,593656.0,615925.0,1253276.0,4822054.0,2086.0,7602.0,1726.0,6309.0,342494.0,425395.0,514910.0,599706.0,173791.0,2.0,853.0,8382.0
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-621901,628233,109229.0,14.0,35.0,18612.0,624969,40.0,18572.0,16.0,623446.0,41.0,24.0,18057.0,621114.0,104644848.0,272779.0,4728952912.0,523801.0,82358.0,432917.0,,,36911.0,623408.0,18612.0,14673.0,6491.0,,,4738232264.0,539059.0,,,1675.0,25489.0,17746481.0,615588343.0,157.0,5477.0,57461.0,53323.0,211182.0,249226.0,591392.0,794297.0,1677754.0,2168402.0,4829786.0,6970709.0,12645855.0,18817537.0,22225897.0,25416178.0,17246493.0,11805072.0,29778805.0,25226168.0,31719295.0,10.0,37843241.0,51511172.0,36418654.0,23835856.0,37514057.0,34997220.0,223886044.0,75227964.0,354075.0,19472.0,208331.0,2028177.0,14915.0,31010.0,11838.0,30879.0,27666.0,62793.0,194844.0,2158.0,22849.0,736353.0,274759.0,427643.0,385496.0,492622.0,673528.0,612434.0,822351.0,773700.0,905172.0,999974.0,980623.0,1035707.0,991044.0,939938.0,868877.0,861893.0,1088037.0,1010790.0,753215.0,147629.0,130880.0,264503.0,451243.0,4557001.0,3075637.0,259589.0,354260.0,789615.0,2981993.0,1979.0,5886.0,1679.0,4391.0,264503.0,345863.0,327802.0,292656.0,130880.0,2.0,1216.0,8854.0
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-621901,607870,109793.0,15.0,32.0,15353.0,604895,38.0,15315.0,18.0,603366.0,39.0,27.0,14901.0,601503.0,79706968.0,166458.0,4445629680.0,416677.0,55262.0,350044.0,,,47126.0,603332.0,15353.0,11993.0,6840.0,,,4464066720.0,434778.0,,,1557.0,28757.0,14630547.0,594260008.0,130.0,5281.0,24359.0,66716.0,94441.0,13052.0,17054.0,49338.0,145050.0,291370.0,575412.0,766534.0,1517992.0,2557214.0,3204002.0,3579042.0,3150448.0,2823242.0,9733661.0,10997584.0,13946948.0,10.0,17789440.0,30723987.0,46127162.0,53260958.0,94710771.0,68050677.0,272957430.0,76561671.0,317532.0,3883.0,40334.0,2935055.0,15354.0,31579.0,12429.0,27810.0,27062.0,76531.0,241779.0,1484.0,20321.0,519245.0,226566.0,407944.0,306953.0,325488.0,414560.0,274719.0,356347.0,371389.0,437891.0,518570.0,542386.0,592373.0,622675.0,730462.0,710009.0,710692.0,731933.0,761433.0,947113.0,128065.0,106567.0,342628.0,491956.0,4268535.0,2424996.0,317680.0,341003.0,1111386.0,4748684.0,2256.0,10555.0,1991.0,10555.0,342628.0,387714.0,343041.0,348133.0,106567.0,2.0,251.0,840.0
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-621901,800889,150753.0,22.0,34.0,18950.0,797750,41.0,18909.0,26.0,796219.0,42.0,34.0,18377.0,793414.0,106986432.0,239741.0,6064423952.0,606609.0,88527.0,540146.0,,,34778.0,796188.0,18950.0,13137.0,6134.0,,,6073085464.0,602185.0,,,1529.0,18530.0,18121945.0,785059276.0,162.0,6985.0,14908.0,36373.0,102263.0,16083.0,22235.0,54394.0,204259.0,630373.0,2527828.0,4017753.0,8605426.0,13539539.0,18998719.0,31188965.0,24005810.0,21484974.0,52755361.0,36795038.0,29640419.0,13.0,28737091.0,35540431.0,23223650.0,19183800.0,56913332.0,63781277.0,441588311.0,34259199.0,417488.0,3219.0,192277.0,1747783.0,15135.0,30940.0,11941.0,29328.0,33363.0,85661.0,206322.0,2363.0,23459.0,484081.0,318332.0,682108.0,614216.0,672214.0,1025750.0,996029.0,1263836.0,989900.0,824129.0,750166.0,663739.0,723073.0,846106.0,991595.0,1164083.0,1187022.0,1136649.0,1051443.0,1118789.0,227879.0,146643.0,337915.0,441510.0,4688215.0,2337747.0,232148.0,277973.0,974099.0,2902836.0,2251.0,9641.0,1901.0,7920.0,337915.0,307300.0,365422.0,252174.0,146643.0,2.0,5006.0,7056.0
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-621901,912686,150910.0,19.0,33.0,20012.0,907625,38.0,19974.0,24.0,906091.0,40.0,33.0,19492.0,903093.0,112158880.0,182556.0,6975757944.0,470523.0,66564.0,443842.0,,,40252.0,906063.0,20012.0,11430.0,5229.0,,,6993629240.0,471618.0,,,1204.0,29225.0,19158234.0,894637593.0,172.0,7960.0,15265.0,19438.0,135111.0,30160.0,19374.0,43218.0,49953.0,110018.0,198918.0,332742.0,452754.0,644852.0,1486877.0,8710043.0,22316419.0,29293223.0,176593622.0,66848781.0,8411160.0,13.0,16265859.0,81120800.0,204595472.0,142755860.0,76241122.0,32775944.0,152572361.0,38872224.0,418675.0,501.0,14379.0,1322613.0,17667.0,31200.0,15105.0,27112.0,36242.0,133696.0,271707.0,2259.0,24034.0,326792.0,180140.0,503806.0,261313.0,277465.0,382783.0,334532.0,512372.0,626160.0,827842.0,1027056.0,1085837.0,1239154.0,1190067.0,1208349.0,1134098.0,1148607.0,1323452.0,1494609.0,2368098.0,291453.0,128859.0,963319.0,1084843.0,5063326.0,3597134.0,375670.0,297422.0,319784.0,333853.0,2858.0,7804.0,2480.0,6738.0,963319.0,958977.0,712529.0,519113.0,128859.0,3.0,,2188.0
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-621901,638731,114435.0,23.0,33.0,26258.0,634640,41.0,26218.0,27.0,633107.0,41.0,36.0,25526.0,630702.0,162904600.0,310170.0,4838427192.0,464312.0,119026.0,401373.0,,,38879.0,633082.0,26258.0,16011.0,5451.0,,,4870671744.0,466957.0,,,1668.0,23943.0,25207557.0,623569761.0,227.0,5548.0,50783.0,72408.0,273762.0,480218.0,1034523.0,1445550.0,2205642.0,1758634.0,2561210.0,2899014.0,4871925.0,6592839.0,6363399.0,11836206.0,21108007.0,28038004.0,136950390.0,60497456.0,15334197.0,11.0,20676415.0,79418315.0,154408478.0,95852548.0,39229336.0,12810658.0,37393112.0,6694530.0,363292.0,20664.0,80812.0,889014.0,14990.0,26086.0,12867.0,26086.0,29892.0,135236.0,270428.0,2830.0,29541.0,423251.0,274769.0,914423.0,782225.0,578954.0,469151.0,419757.0,686235.0,688234.0,878706.0,1184210.0,1290787.0,1508851.0,1517405.0,1289373.0,1179648.0,1127029.0,1426283.0,1629599.0,2107131.0,375334.0,169410.0,903072.0,1214705.0,5255636.0,7427537.0,304221.0,257267.0,254285.0,410944.0,3012.0,9464.0,2384.0,8096.0,903072.0,860470.0,626912.0,434218.0,169410.0,2.0,111.0,2825.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-621901,1114133,164281.0,23.0,35.0,33756.0,1109418,42.0,33713.0,27.0,1107902.0,43.0,35.0,32470.0,1103597.0,210565856.0,503902.0,8584313520.0,942135.0,168940.0,840989.0,,,42974.0,1107854.0,33756.0,16913.0,4543.0,,,8636172488.0,954008.0,,,2596.0,19724.0,32021592.0,1097014466.0,284.0,9750.0,86117.0,49201.0,155557.0,136663.0,169592.0,309458.0,544666.0,655924.0,943265.0,937584.0,1171931.0,1488519.0,4219378.0,18644587.0,34561766.0,48311914.0,167802751.0,74581762.0,37835682.0,12.0,54238555.0,156203490.0,231489321.0,150116845.0,76549040.0,21177309.0,109342283.0,85150737.0,576508.0,,19261.0,1526735.0,15750.0,22439.0,10926.0,18800.0,45243.0,160704.0,310663.0,3619.0,37593.0,512444.0,531553.0,1115462.0,1315764.0,1309216.0,1753447.0,1708464.0,2492086.0,2349721.0,2009140.0,1957319.0,1634186.0,1547483.0,1578725.0,1513620.0,1473678.0,1538045.0,1871865.0,1900527.0,2855080.0,246601.0,228952.0,1067009.0,1160522.0,4741090.0,4910650.0,331907.0,269621.0,361706.0,295042.0,2533.0,8865.0,1790.0,7217.0,1067009.0,928259.0,707922.0,472222.0,228952.0,3.0,4755.0,51569.0
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-621901,651066,104545.0,20.0,34.0,14501.0,647839,39.0,14463.0,24.0,646294.0,41.0,34.0,14090.0,644118.0,83952864.0,142015.0,5010796424.0,331677.0,54709.0,314941.0,,,31391.0,646277.0,14501.0,11620.0,4141.0,,,5022102832.0,336277.0,,,1530.0,21396.0,13877683.0,639888603.0,124.0,5719.0,35465.0,23383.0,134916.0,13064.0,23089.0,42866.0,63166.0,91677.0,119703.0,119437.0,169401.0,228022.0,865176.0,5519353.0,15118773.0,19443280.0,131934350.0,74633260.0,20173444.0,11.0,19032066.0,69850962.0,170387012.0,103517398.0,46438959.0,9032093.0,43423671.0,21660342.0,313306.0,177.0,10057.0,1290180.0,17210.0,23802.0,15043.0,23576.0,42400.0,104775.0,214680.0,1726.0,17742.0,188290.0,210354.0,383252.0,411454.0,517283.0,573577.0,473893.0,541463.0,496208.0,587768.0,727516.0,765869.0,863382.0,842787.0,748260.0,739701.0,826798.0,1053640.0,1160482.0,1730911.0,178177.0,91406.0,778207.0,693219.0,3252803.0,2463186.0,164573.0,145178.0,150641.0,211876.0,2509.0,9462.0,2154.0,7902.0,778207.0,623310.0,435412.0,217492.0,91406.0,3.0,,1229.0
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-621901,107095,25042.0,21.0,35.0,7091.0,105230,41.0,7050.0,25.0,103669.0,42.0,34.0,6931.0,103227.0,40418640.0,30247.0,736725080.0,57644.0,12458.0,44676.0,,,32113.0,103665.0,7091.0,8767.0,2870.0,,,732379840.0,55544.0,,,1540.0,9242.0,6860389.0,101509256.0,62.0,906.0,18196.0,14623.0,100628.0,14900.0,13793.0,35738.0,20751.0,58898.0,81236.0,122378.0,110566.0,182244.0,402665.0,685895.0,1270424.0,2848614.0,16981244.0,22786546.0,9325278.0,11.0,5163129.0,10143635.0,28941634.0,18516128.0,5378676.0,1722785.0,3387525.0,2226873.0,90656.0,,5548.0,165941.0,14220.0,21242.0,13086.0,19139.0,46601.0,96062.0,208283.0,637.0,10546.0,11010.0,21694.0,85744.0,20178.0,67447.0,121620.0,35136.0,98525.0,114996.0,172257.0,255031.0,385400.0,569571.0,607638.0,545473.0,328448.0,227436.0,385346.0,685175.0,1225369.0,90695.0,33985.0,569520.0,444986.0,2587102.0,2288652.0,100585.0,47863.0,109511.0,228984.0,5967.0,9654.0,5254.0,9161.0,569520.0,416891.0,225713.0,94773.0,33985.0,2.0,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-621901,113298,19234.0,14.0,29.0,4094.0,112436,34.0,4060.0,18.0,110872.0,34.0,24.0,3958.0,110549.0,20344752.0,42905.0,796376880.0,43425.0,12009.0,38476.0,,,12031.0,110876.0,4094.0,5050.0,4341.0,,,782214328.0,38772.0,,,356.0,12316.0,3884827.0,110458292.0,55.0,1643.0,45068.0,24340.0,42917.0,14007.0,12506.0,28843.0,24396.0,48818.0,54707.0,71277.0,55862.0,111715.0,210086.0,546346.0,818405.0,629959.0,1121395.0,916899.0,1690305.0,8.0,4095456.0,13000205.0,21911177.0,22058948.0,38994453.0,14198829.0,9502952.0,50508.0,51470.0,778.0,4131.0,472074.0,20696.0,23029.0,19789.0,23029.0,20844.0,27610.0,70868.0,542.0,5064.0,57714.0,26466.0,45881.0,26657.0,73849.0,146762.0,43544.0,82867.0,112934.0,177863.0,344288.0,419043.0,417229.0,385836.0,315886.0,259899.0,259185.0,235788.0,213476.0,305127.0,85834.0,24642.0,79198.0,127890.0,1907774.0,214705.0,34033.0,21752.0,46947.0,156699.0,1881.0,2511.0,1878.0,2511.0,79198.0,54438.0,81275.0,67810.0,24642.0,2.0,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-621901,8360,1478.0,12.0,28.0,3067.0,8371,33.0,3036.0,14.0,6806.0,33.0,21.0,2986.0,6760.0,17088704.0,24537.0,37284808.0,5866.0,8326.0,3154.0,,,5081.0,6812.0,3067.0,3850.0,1140.0,,,36733432.0,3042.0,,,422.0,1758.0,2968699.0,6694798.0,49.0,114.0,53510.0,32510.0,34495.0,17589.0,16632.0,34380.0,19828.0,55233.0,53856.0,73982.0,48932.0,162981.0,326381.0,596025.0,658876.0,505227.0,664466.0,334227.0,401101.0,8.0,655609.0,1194600.0,1102979.0,575152.0,417718.0,141581.0,297233.0,49407.0,10954.0,705.0,9919.0,36828.0,,,,,17208.0,22366.0,43793.0,704.0,3450.0,38257.0,25713.0,38103.0,33471.0,65668.0,150632.0,31262.0,94403.0,91968.0,181589.0,305126.0,438045.0,425986.0,475055.0,493744.0,379608.0,332142.0,274094.0,248689.0,272807.0,46616.0,16025.0,101269.0,60101.0,185759.0,94622.0,32802.0,21616.0,44197.0,355494.0,1809.0,1894.0,1809.0,1894.0,101269.0,54244.0,71389.0,64525.0,16025.0,2.0,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-621901,8991,1692.0,13.0,27.0,3155.0,8986,31.0,3122.0,16.0,7420.0,32.0,24.0,3064.0,7376.0,16868696.0,25148.0,42894840.0,6999.0,9106.0,3895.0,,,4936.0,7428.0,3155.0,3646.0,1086.0,,,42732096.0,3374.0,,,406.0,3450.0,3041605.0,7349428.0,51.0,130.0,8465.0,4165.0,28197.0,2925.0,767.0,16157.0,6045.0,9483.0,3593.0,5664.0,4977.0,26854.0,77796.0,302125.0,605397.0,667179.0,1290714.0,376296.0,240975.0,9.0,439871.0,1131999.0,1434310.0,953873.0,1230967.0,279162.0,203156.0,23055.0,11146.0,,,43854.0,12263.0,12263.0,12143.0,12143.0,15253.0,20501.0,39661.0,1077.0,3093.0,50096.0,37643.0,47866.0,33065.0,58940.0,152943.0,28254.0,62425.0,79478.0,120949.0,168144.0,271000.0,329692.0,473828.0,688036.0,663111.0,592163.0,438586.0,318353.0,294127.0,56686.0,16463.0,55338.0,55503.0,134475.0,54099.0,5604.0,9795.0,61596.0,189061.0,2088.0,2362.0,2088.0,2362.0,55338.0,46270.0,37663.0,26550.0,16463.0,2.0,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-621901,9521,1893.0,13.0,24.0,3494.0,9504,28.0,3465.0,16.0,7939.0,29.0,21.0,3404.0,7892.0,18733904.0,27218.0,45629472.0,7619.0,9643.0,4370.0,,,5360.0,7946.0,3494.0,3953.0,1201.0,,,45690000.0,4060.0,,,424.0,2985.0,3380618.0,7849480.0,53.0,132.0,14388.0,6549.0,27765.0,3003.0,602.0,16748.0,2589.0,7236.0,7067.0,5427.0,5832.0,38925.0,106734.0,330802.0,568882.0,630676.0,1347765.0,575816.0,576737.0,9.0,758091.0,1458833.0,1344086.0,814340.0,651822.0,276774.0,409849.0,102924.0,12354.0,,903.0,56220.0,8046.0,8297.0,7827.0,8297.0,14061.0,20304.0,44967.0,1314.0,3247.0,55698.0,23749.0,49887.0,29650.0,71252.0,172364.0,49091.0,68862.0,99360.0,138013.0,185741.0,229915.0,375951.0,579225.0,687354.0,831101.0,605321.0,471104.0,447459.0,365079.0,118989.0,18112.0,82630.0,59931.0,116958.0,60396.0,11412.0,8079.0,18043.0,165718.0,1768.0,2264.0,1768.0,2264.0,82630.0,49358.0,22884.0,18894.0,18112.0,1.0,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-621901,8676,1719.0,13.0,23.0,3143.0,8677,28.0,3116.0,16.0,7115.0,28.0,21.0,3059.0,7069.0,16128992.0,24980.0,39425896.0,6869.0,8190.0,3515.0,,,5084.0,7121.0,3143.0,3790.0,1154.0,,,39691216.0,3097.0,,,323.0,1579.0,3035968.0,6979790.0,49.0,119.0,14874.0,3989.0,28485.0,4431.0,6369.0,24611.0,7079.0,11260.0,14602.0,18384.0,34305.0,73778.0,174051.0,376373.0,527921.0,563625.0,1189132.0,551266.0,467878.0,9.0,544045.0,1194284.0,1182399.0,835971.0,712645.0,191564.0,189174.0,127893.0,11173.0,,5981.0,52816.0,,,,,13962.0,20388.0,39425.0,1252.0,2877.0,45860.0,18708.0,40205.0,23487.0,58997.0,168487.0,34282.0,62315.0,78603.0,134970.0,175276.0,228927.0,336315.0,499305.0,657343.0,693107.0,609153.0,504913.0,417658.0,396657.0,87301.0,17209.0,62876.0,22188.0,116928.0,32827.0,1329.0,1776.0,22958.0,140606.0,1864.0,1864.0,1864.0,1864.0,62876.0,13155.0,13176.0,3813.0,17209.0,2.0,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-621901,21229,2891.0,11.0,21.0,4002.0,21188,25.0,3977.0,14.0,19625.0,25.0,20.0,3899.0,19552.0,23306528.0,35306.0,135308120.0,13264.0,14519.0,9836.0,,,5747.0,19631.0,4002.0,3910.0,1137.0,,,135804024.0,9527.0,,,1039.0,13190.0,3872801.0,19416864.0,65.0,347.0,3011.0,5621.0,26590.0,3480.0,3739.0,12160.0,1381.0,10475.0,16414.0,19811.0,48476.0,154632.0,316839.0,650610.0,809896.0,541947.0,598591.0,305298.0,394804.0,6.0,633447.0,1297877.0,1253315.0,691202.0,494633.0,416834.0,3006651.0,11013843.0,17685.0,,3789.0,121352.0,15654.0,16245.0,15401.0,16201.0,15663.0,21176.0,44504.0,1257.0,3725.0,61862.0,37081.0,67554.0,142742.0,273290.0,411302.0,187253.0,156458.0,164637.0,223405.0,285789.0,325187.0,416692.0,549622.0,611068.0,621953.0,614317.0,436695.0,293143.0,307200.0,62776.0,24350.0,31575.0,26814.0,110965.0,40916.0,4529.0,3670.0,32544.0,131116.0,1868.0,3621.0,1800.0,3180.0,31575.0,18071.0,14739.0,9338.0,24350.0,1.0,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-621901,8053,1455.0,10.0,20.0,3079.0,8073,23.0,3055.0,14.0,6510.0,23.0,19.0,3003.0,6470.0,16145088.0,22041.0,35888400.0,5941.0,7031.0,3191.0,,,4897.0,6517.0,3079.0,3663.0,1089.0,,,35692312.0,2743.0,,,295.0,811.0,2981947.0,6444164.0,49.0,115.0,6583.0,3815.0,29084.0,2912.0,1746.0,13164.0,1325.0,5544.0,4603.0,3626.0,4729.0,14103.0,66995.0,290470.0,578264.0,564724.0,1097560.0,487535.0,273451.0,8.0,407207.0,1177609.0,1222811.0,844267.0,697852.0,186531.0,158846.0,54900.0,10671.0,,1774.0,41371.0,,,,,13423.0,19200.0,40355.0,1096.0,3016.0,17731.0,12690.0,32392.0,19624.0,55403.0,169523.0,30070.0,41049.0,34553.0,61434.0,114969.0,183837.0,324011.0,496961.0,624565.0,706121.0,582426.0,482792.0,461491.0,309192.0,92742.0,14575.0,133446.0,92679.0,132008.0,58761.0,16681.0,9952.0,17320.0,115079.0,1484.0,1484.0,1484.0,1484.0,133446.0,80764.0,44968.0,28214.0,14575.0,2.0,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-621901,8191,1618.0,12.0,22.0,2867.0,8224,27.0,2841.0,14.0,6662.0,28.0,18.0,2794.0,6621.0,15899096.0,17873.0,37916704.0,5683.0,6147.0,3120.0,,,4552.0,6667.0,2867.0,3356.0,999.0,,,37865656.0,2820.0,,,333.0,1702.0,2774164.0,6594099.0,48.0,125.0,2471.0,3066.0,27360.0,2431.0,765.0,10465.0,1122.0,7316.0,3272.0,5482.0,3828.0,20060.0,95541.0,376232.0,752725.0,669707.0,976850.0,265838.0,173847.0,5.0,342085.0,1264144.0,1356059.0,803868.0,677229.0,223437.0,373020.0,49410.0,10032.0,,1934.0,53795.0,,,,,13868.0,19330.0,39455.0,627.0,3291.0,13216.0,16535.0,21329.0,14671.0,48161.0,183975.0,33674.0,43855.0,41000.0,58561.0,90549.0,179305.0,273960.0,395633.0,529554.0,531091.0,383214.0,256988.0,256320.0,357795.0,70569.0,12157.0,278786.0,221009.0,227791.0,67108.0,23137.0,15433.0,23140.0,137473.0,,,,,278786.0,210066.0,119336.0,39814.0,12157.0,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-621901,8865,1656.0,10.0,18.0,3104.0,8845,20.0,3083.0,12.0,7286.0,20.0,16.0,3033.0,7241.0,17443304.0,21947.0,41329064.0,6631.0,7602.0,3665.0,,,4969.0,7290.0,3104.0,3664.0,1104.0,,,41290568.0,6640.0,,,331.0,1751.0,3010692.0,7202764.0,50.0,126.0,7808.0,3054.0,29729.0,4608.0,2136.0,9882.0,4018.0,13608.0,12148.0,20575.0,25331.0,82404.0,264869.0,713652.0,883756.0,744233.0,712722.0,199489.0,284945.0,6.0,608879.0,1672789.0,1343258.0,615577.0,401412.0,130129.0,392838.0,54900.0,11064.0,,2651.0,33954.0,,,,,11590.0,17334.0,37425.0,760.0,3364.0,29265.0,19532.0,31350.0,26448.0,51609.0,218650.0,25889.0,34283.0,63392.0,85923.0,156253.0,248135.0,374357.0,461646.0,514660.0,549400.0,456419.0,367563.0,318204.0,406599.0,86826.0,14421.0,265828.0,141335.0,217385.0,91446.0,21452.0,11936.0,17253.0,49745.0,1782.0,1782.0,1782.0,1782.0,265828.0,131558.0,71526.0,30037.0,14421.0,2.0,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-621901,8841,1825.0,16.0,19.0,2921.0,8844,24.0,2898.0,18.0,7277.0,24.0,23.0,2840.0,7231.0,14779544.0,23748.0,40935224.0,7280.0,7547.0,4193.0,,,4846.0,7287.0,2921.0,3659.0,1135.0,,,40712096.0,3727.0,,,449.0,4210.0,2819768.0,7129445.0,46.0,125.0,13670.0,6756.0,30032.0,5329.0,1553.0,12994.0,5830.0,12992.0,8979.0,16286.0,14633.0,57917.0,194602.0,513097.0,662355.0,600772.0,735600.0,235682.0,268499.0,6.0,598538.0,1579114.0,1364876.0,767850.0,656578.0,267787.0,488880.0,226188.0,11694.0,,4201.0,48879.0,10127.0,10139.0,10127.0,10139.0,12734.0,18015.0,38517.0,1132.0,2852.0,36150.0,21578.0,25131.0,20388.0,66236.0,209181.0,42077.0,47851.0,71892.0,118417.0,162309.0,212316.0,311345.0,384142.0,570248.0,593811.0,518091.0,484201.0,540601.0,437176.0,118568.0,15968.0,20057.0,23696.0,129762.0,55541.0,22050.0,20116.0,46488.0,292091.0,2138.0,2159.0,2138.0,2159.0,20057.0,9931.0,10621.0,18991.0,15968.0,1.0,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-621901,7413,1493.0,16.0,18.0,2648.0,7447,22.0,2625.0,19.0,5880.0,23.0,23.0,2571.0,5842.0,13483720.0,23531.0,32694984.0,6424.0,7585.0,3447.0,,,4232.0,5892.0,2648.0,3141.0,980.0,,,32703496.0,2940.0,,,324.0,1541.0,2551452.0,5791979.0,46.0,114.0,20995.0,3900.0,27171.0,4516.0,2236.0,18067.0,8563.0,9575.0,9669.0,11807.0,13612.0,51706.0,162722.0,439862.0,720487.0,552999.0,761438.0,271946.0,190643.0,7.0,348305.0,910440.0,1100260.0,761843.0,702317.0,195584.0,227529.0,52152.0,9694.0,,7899.0,52700.0,,,,,13364.0,17949.0,36360.0,1079.0,2404.0,42606.0,15715.0,32043.0,26025.0,73067.0,153204.0,29539.0,40270.0,73994.0,125209.0,192011.0,266301.0,369329.0,480283.0,554776.0,482526.0,468092.0,419666.0,354231.0,214495.0,36409.0,14968.0,2901.0,23643.0,103287.0,37440.0,6959.0,2250.0,38603.0,231119.0,1713.0,1713.0,1713.0,1713.0,2901.0,8010.0,7212.0,5539.0,14968.0,1.0,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-621901,9341,1709.0,26.0,28.0,3198.0,9323,33.0,3166.0,31.0,7746.0,33.0,34.0,3107.0,7701.0,17064920.0,28198.0,44926424.0,6739.0,9793.0,3647.0,,,4997.0,7767.0,3198.0,3716.0,1116.0,,,44905528.0,3425.0,,,578.0,2987.0,3084409.0,7648577.0,51.0,136.0,19518.0,5525.0,30060.0,4924.0,3127.0,15603.0,4835.0,17991.0,8248.0,12006.0,13755.0,36771.0,169249.0,483064.0,708958.0,700151.0,976664.0,455644.0,255835.0,8.0,468303.0,1265567.0,1368703.0,897398.0,840471.0,257370.0,545987.0,170187.0,11258.0,,,46860.0,14942.0,16313.0,14523.0,16313.0,14423.0,19428.0,38520.0,1138.0,3025.0,45435.0,40662.0,57801.0,50462.0,131246.0,187004.0,75467.0,79699.0,115783.0,182326.0,246941.0,310764.0,441784.0,586982.0,586759.0,531006.0,506982.0,388934.0,320891.0,149684.0,19650.0,18483.0,16169.0,44661.0,116597.0,46895.0,4993.0,8331.0,146669.0,271678.0,1654.0,2136.0,1643.0,2136.0,16169.0,33612.0,24873.0,13967.0,18483.0,1.0,,
