createAt,manageObject,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C61,M8010C62,M8010C67,M8010C57,M8010C58,M8010C60,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C112,M8010C113
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-414225,2.0,,,1.0,1.0,,3.0,5.0,78.0,147.0,6.0,7.0,9.0,1.0,2.0,33.0,-375.0,,-375.0,1226.0,1058.0,1825,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,1.0,3.0,,,,,,1.0,25.0,-375.0,,-375.0,21.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:45:00.000-03:00:00,NE-MRBTS-414225,,2.0,1.0,,3.0,2.0,7.0,23.0,119.0,59.0,12.0,,3.0,7.0,7.0,17.0,-1083.0,,-389.0,1441.0,1290.0,1829,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-414225,,,1.0,,,,1.0,2.0,2.0,10.0,4.0,1.0,1.0,,,5.0,-375.0,,-375.0,134.0,120.0,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,,,1.0,1.0,5.0,4.0,3.0,,,-375.0,,-375.0,11.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-414225,,1.0,1.0,3.0,,,2.0,,16.0,151.0,65.0,4.0,2.0,2.0,,1.0,-375.0,,-375.0,1151.0,1013.0,1826,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:45:00.000-03:00:00,NE-MRBTS-414225,,,,1.0,1.0,1.0,4.0,11.0,8.0,6.0,3.0,3.0,8.0,6.0,,18.0,-375.0,,-375.0,48.0,5.0,1824,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,,,,,,,,,19.0,-375.0,,-375.0,11.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-414225,,,,,,1.0,,12.0,78.0,114.0,19.0,2.0,2.0,1.0,7.0,13.0,-500.0,,-375.0,1419.0,1263.0,1827,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-414225,1.0,,1.0,,,2.0,1.0,3.0,27.0,186.0,29.0,1.0,4.0,1.0,1.0,6.0,-1083.0,,-403.0,1348.0,1195.0,1827,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:45:00.000-03:00:00,NE-MRBTS-414225,,,,,,1.0,,3.0,5.0,,1.0,6.0,4.0,1.0,5.0,8.0,-375.0,,-375.0,17.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,1.0,,,,,,,,11.0,-375.0,,-375.0,8.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-414225,,1.0,1.0,,,,1.0,1.0,35.0,180.0,12.0,,,,1.0,6.0,-375.0,,-375.0,1448.0,1310.0,1826,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-414225,1.0,2.0,2.0,,1.0,1.0,1.0,,57.0,189.0,56.0,,,2.0,2.0,4.0,-1083.0,,-391.0,1304.0,1140.0,1825,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:45:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,1.0,9.0,6.0,3.0,1.0,4.0,2.0,4.0,1.0,-500.0,,-386.0,85.0,61.0,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-414225,,3.0,1.0,,2.0,2.0,2.0,14.0,125.0,80.0,2.0,1.0,,1.0,1.0,9.0,-375.0,,-370.0,1388.0,1238.0,1828,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-414225,,1.0,1.0,,2.0,1.0,2.0,7.0,33.0,163.0,5.0,,,1.0,,,-375.0,,-375.0,1282.0,1148.0,1827,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,7.0,,,,,,3.0,4.0,6.0,-375.0,,-375.0,10.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:45:00.000-03:00:00,NE-MRBTS-414225,,1.0,1.0,3.0,1.0,,3.0,9.0,64.0,277.0,198.0,5.0,1.0,2.0,5.0,2.0,-375.0,,-372.0,1258.0,1048.0,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,,,,7.0,1.0,,,,6.0,-375.0,,-375.0,7.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-414225,2.0,2.0,,4.0,10.0,11.0,7.0,13.0,158.0,111.0,1.0,1.0,,,,14.0,-375.0,,-373.0,1257.0,1082.0,1827,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,1.0,18.0,6.0,8.0,,,,,7.0,-375.0,,-375.0,15.0,1.0,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:45:00.000-03:00:00,NE-MRBTS-414225,1.0,,,,1.0,1.0,1.0,2.0,36.0,184.0,5.0,,,,,1.0,-1083.0,,-384.0,1645.0,1503.0,1828,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,5.0,,8.0,1.0,1.0,1.0,3.0,1.0,9.0,-375.0,,-375.0,18.0,,1823,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-414225,5.0,3.0,1.0,,,2.0,5.0,89.0,213.0,13.0,1.0,,,2.0,,,-375.0,,-371.0,1774.0,1585.0,1833,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-414225,,3.0,,1.0,,,3.0,4.0,85.0,62.0,1.0,,1.0,2.0,,7.0,-375.0,,-375.0,1135.0,1032.0,1828,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:45:00.000-03:00:00,NE-MRBTS-414225,,,,,,,,,25.0,2.0,1.0,1.0,,,,,-375.0,,-375.0,194.0,176.0,1824,,,,,,,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-414225,1.0,1.0,1.0,2.0,1.0,1.0,6.0,26.0,141.0,47.0,,2.0,1.0,2.0,4.0,7.0,-375.0,,-375.0,1007.0,869.0,1827,,,,,,,,,,,,,,,,,,,,,
