createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,121.0,121.0,121.0,121.0,34,465,178.0,176.0,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,133.0,133.0,133.0,133.0,33,191,235.0,235.0,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,100.0,100.0,100.0,100.0,31,63,215.0,215.0,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,100.0,100.0,100.0,100.0,32,59,197.0,197.0,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,104.0,104.0,104.0,104.0,32,67,241.0,238.0,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,72.0,72.0,72.0,72.0,32,71,200.0,191.0,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,75.0,75.0,75.0,75.0,33,94,191.0,191.0,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,91.0,91.0,91.0,91.0,32,89,178.0,178.0,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,89.0,89.0,89.0,89.0,31,57,170.0,170.0,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,79.0,79.0,79.0,79.0,33,72,135.0,135.0,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,80.0,80.0,80.0,80.0,34,74,140.0,140.0,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,90.0,90.0,90.0,90.0,37,797,160.0,160.0,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,82.0,82.0,82.0,82.0,35,78,149.0,148.0,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,88.0,88.0,88.0,88.0,49,2969,208.0,208.0,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,94.0,94.0,94.0,94.0,34,68,177.0,177.0,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,106.0,106.0,106.0,106.0,51,1640,191.0,190.0,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,131.0,131.0,131.0,131.0,39,420,136.0,134.0,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,165.0,164.0,165.0,164.0,49,1770,223.0,222.0,1.0,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,223.0,222.0,223.0,222.0,34,249,215.0,215.0,1.0,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,247.0,245.0,247.0,245.0,34,506,345.0,343.0,2.0,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,254.0,252.0,254.0,252.0,37,489,315.0,313.0,2.0,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,202.0,202.0,202.0,202.0,38,352,291.0,285.0,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,141.0,141.0,141.0,141.0,51,1211,325.0,322.0,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,188.0,188.0,188.0,188.0,40,823,274.0,270.0,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,169.0,169.0,169.0,169.0,35,410,320.0,318.0,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,163.0,162.0,163.0,162.0,35,337,370.0,365.0,1.0,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,213.0,213.0,213.0,213.0,41,2186,381.0,371.0,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,173.0,173.0,173.0,173.0,43,1813,325.0,322.0,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,191.0,190.0,191.0,190.0,45,2091,302.0,301.0,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,173.0,174.0,173.0,174.0,44,1425,388.0,385.0,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,177.0,177.0,177.0,177.0,35,616,319.0,316.0,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,168.0,168.0,168.0,168.0,45,2168,277.0,277.0,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,162.0,162.0,162.0,162.0,32,66,265.0,260.0,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,166.0,166.0,166.0,166.0,34,235,212.0,211.0,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,165.0,165.0,165.0,165.0,37,444,305.0,299.0,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,178.0,178.0,178.0,178.0,33,220,298.0,287.0,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,159.0,159.0,159.0,159.0,35,457,202.0,200.0,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,179.0,179.0,179.0,179.0,32,87,215.0,211.0,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,179.0,178.0,178.0,178.0,39,1449,263.0,258.0,1.0,,,1.0,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,163.0,163.0,163.0,163.0,56,1761,302.0,297.0,,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,182.0,182.0,182.0,182.0,36,818,313.0,308.0,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,163.0,163.0,163.0,163.0,32,100,442.0,440.0,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,156.0,156.0,156.0,156.0,34,187,352.0,339.0,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,183.0,183.0,183.0,183.0,34,506,455.0,447.0,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,181.0,181.0,181.0,181.0,32,90,459.0,453.0,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,161.0,158.0,160.0,158.0,44,1870,378.0,374.0,3.0,,,1.0,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,156.0,154.0,156.0,154.0,38,1242,330.0,323.0,2.0,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,90.0,90.0,90.0,90.0,45,2246,531.0,520.0,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,115.0,115.0,115.0,115.0,35,342,319.0,318.0,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,96.0,96.0,96.0,96.0,34,82,302.0,299.0,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,144.0,143.0,144.0,143.0,44,884,373.0,369.0,1.0,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,121.0,119.0,121.0,119.0,42,819,270.0,265.0,1.0,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,135.0,136.0,135.0,136.0,35,107,302.0,300.0,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,107.0,107.0,107.0,107.0,35,95,185.0,183.0,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,118.0,117.0,118.0,117.0,45,2416,174.0,170.0,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,108.0,109.0,108.0,109.0,32,83,194.0,194.0,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,133.0,133.0,133.0,133.0,32,132,229.0,211.0,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,115.0,115.0,115.0,115.0,38,507,237.0,231.0,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,125.0,125.0,125.0,125.0,33,86,139.0,138.0,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,118.0,118.0,118.0,118.0,35,107,145.0,145.0,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,127.0,127.0,127.0,127.0,34,99,176.0,174.0,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,98.0,98.0,98.0,98.0,38,525,171.0,168.0,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,81.0,81.0,81.0,81.0,35,515,119.0,119.0,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,107.0,107.0,107.0,107.0,33,88,133.0,132.0,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,103.0,103.0,103.0,103.0,38,442,143.0,142.0,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,83.0,83.0,83.0,83.0,35,83,133.0,132.0,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,130.0,130.0,130.0,130.0,41,270,191.0,188.0,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,139.0,139.0,139.0,139.0,41,2026,186.0,183.0,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,125.0,125.0,125.0,125.0,34,109,187.0,187.0,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,130.0,130.0,130.0,130.0,35,104,139.0,138.0,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,158.0,158.0,158.0,158.0,37,565,160.0,160.0,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,106.0,106.0,106.0,106.0,34,126,149.0,149.0,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,101.0,101.0,101.0,101.0,36,523,144.0,143.0,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,129.0,129.0,129.0,129.0,44,870,169.0,169.0,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,91.0,91.0,91.0,91.0,62,2970,185.0,185.0,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,116.0,116.0,116.0,116.0,35,99,127.0,127.0,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,121.0,120.0,121.0,120.0,37,109,135.0,135.0,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,121.0,122.0,121.0,122.0,46,1836,115.0,115.0,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,104.0,104.0,104.0,104.0,35,71,124.0,123.0,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,108.0,108.0,108.0,108.0,39,897,141.0,138.0,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,113.0,113.0,113.0,113.0,44,1445,127.0,127.0,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,98.0,98.0,98.0,98.0,35,146,157.0,157.0,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,142.0,142.0,142.0,142.0,32,64,176.0,176.0,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,125.0,125.0,125.0,125.0,47,2889,163.0,162.0,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,121.0,121.0,121.0,121.0,35,119,127.0,127.0,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,105.0,105.0,105.0,105.0,36,72,118.0,118.0,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,130.0,130.0,130.0,130.0,37,235,168.0,168.0,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,94.0,94.0,94.0,94.0,36,170,189.0,188.0,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,80.0,80.0,80.0,80.0,42,848,135.0,134.0,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,106.0,106.0,106.0,106.0,44,1360,141.0,141.0,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,145.0,144.0,145.0,144.0,39,983,289.0,284.0,1.0,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,145.0,144.0,145.0,144.0,34,152,261.0,261.0,1.0,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,193.0,193.0,193.0,193.0,34,116,245.0,245.0,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,189.0,189.0,189.0,189.0,38,308,244.0,243.0,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,189.0,189.0,189.0,189.0,36,816,269.0,269.0,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,217.0,217.0,217.0,217.0,42,617,387.0,385.0,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,171.0,171.0,171.0,171.0,36,637,245.0,226.0,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,154.0,154.0,154.0,154.0,35,494,272.0,271.0,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,192.0,191.0,192.0,191.0,33,99,342.0,338.0,1.0,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,147.0,146.0,147.0,146.0,37,1094,323.0,320.0,1.0,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,142.0,142.0,142.0,142.0,37,1335,408.0,400.0,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,155.0,155.0,155.0,155.0,38,453,308.0,292.0,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,175.0,175.0,175.0,175.0,43,1865,230.0,228.0,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,111.0,111.0,111.0,111.0,43,1477,322.0,321.0,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,134.0,134.0,134.0,134.0,32,63,270.0,268.0,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,149.0,149.0,149.0,149.0,38,521,235.0,233.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,142.0,142.0,142.0,142.0,36,586,252.0,252.0,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,145.0,145.0,145.0,145.0,43,1482,267.0,266.0,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,209.0,209.0,209.0,209.0,34,192,270.0,267.0,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,190.0,190.0,190.0,190.0,34,129,229.0,224.0,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,148.0,148.0,148.0,148.0,34,122,274.0,273.0,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,166.0,166.0,166.0,166.0,34,190,272.0,265.0,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,154.0,154.0,154.0,154.0,34,186,213.0,210.0,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,164.0,164.0,164.0,164.0,38,998,255.0,250.0,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,133.0,132.0,133.0,132.0,37,549,172.0,170.0,1.0,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,88.0,88.0,88.0,88.0,35,83,289.0,287.0,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,137.0,137.0,137.0,137.0,31,306,219.0,216.0,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,118.0,118.0,118.0,118.0,35,99,298.0,297.0,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,89.0,88.0,89.0,88.0,36,636,217.0,217.0,1.0,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,37.0,37.0,37.0,37.0,37,269,175.0,173.0,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,,,,,41,507,989.0,968.0,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,,,,,44,500,794.0,778.0,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,,,,,51,805,779.0,770.0,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,,,,,40,472,854.0,844.0,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,,,,,45,648,905.0,890.0,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,53,1821,910.0,897.0,2.0,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,45,744,799.0,786.0,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-772601,,,,,53,1798,808.0,795.0,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-772601,,,,,54,601,766.0,754.0,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-772601,2.0,2.0,2.0,2.0,66,2532,764.0,753.0,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,60,2736,757.0,747.0,1.0,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,60,2309,707.0,694.0,1.0,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-772601,,,,,47,561,466.0,462.0,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-772601,,,,,75,1531,490.0,485.0,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-772601,,,,,41,409,479.0,472.0,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-772601,,,,,51,922,455.0,448.0,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,51,2567,497.0,491.0,1.0,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,2.0,1.0,39,465,485.0,482.0,1.0,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-772601,,,,,73,2989,538.0,530.0,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-772601,,,,,47,504,457.0,453.0,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-772601,,,,,43,825,515.0,505.0,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-772601,,,,,58,2241,474.0,471.0,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-772601,,,,,54,2721,540.0,528.0,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-772601,,,,,44,615,459.0,450.0,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-772601,,,,,44,725,505.0,496.0,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-772601,,,,,44,1149,509.0,508.0,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-772601,,,,,41,794,521.0,517.0,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-772601,,,,,36,101,458.0,453.0,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,41,774,410.0,410.0,1.0,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-772601,,,,,42,535,434.0,434.0,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-772601,,,,,37,272,424.0,421.0,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-772601,,,,,39,272,446.0,440.0,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,36,278,502.0,491.0,1.0,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-772601,,,,,34,255,369.0,367.0,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-772601,,,,,37,469,493.0,490.0,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-772601,,,,,52,1063,485.0,479.0,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-772601,,,,,53,1273,393.0,391.0,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-772601,,,,,55,1776,436.0,433.0,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-772601,,,,,42,359,363.0,359.0,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-772601,,,,,36,79,381.0,378.0,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-772601,,,,,36,243,346.0,345.0,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-772601,,,,,62,2849,326.0,324.0,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-772601,,,,,48,924,411.0,408.0,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-772601,,,,,45,326,394.0,392.0,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-772601,,,,,39,512,343.0,339.0,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-772601,,,,,40,276,501.0,496.0,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-772601,,,,,53,984,425.0,424.0,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-772601,,,,,46,1261,422.0,420.0,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-772601,3.0,,3.0,,50,1880,494.0,491.0,3.0,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-772601,4.0,3.0,4.0,3.0,44,429,553.0,551.0,1.0,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,42,906,707.0,694.0,1.0,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,51,1197,719.0,701.0,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,36,242,792.0,773.0,2.0,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,41,551,861.0,819.0,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-772601,,,,,41,519,682.0,675.0,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-772601,,,,,42,576,647.0,627.0,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,51,1849,633.0,615.0,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-772601,3.0,3.0,3.0,3.0,44,469,712.0,707.0,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-772601,,,,,55,2143,721.0,709.0,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-772601,,,,,59,1833,690.0,680.0,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,50,2528,681.0,668.0,,40.0,44.0,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,56,1572,673.0,666.0,,35.0,36.0,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-772601,,,,,52,1418,634.0,626.0,,37.0,39.0,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-772601,,,,,40,470,647.0,631.0,,40.0,43.0,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-772601,,,,,43,872,631.0,621.0,,54.0,87.0,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-772601,,,,,45,756,772.0,757.0,,42.0,44.0,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-772601,,,,,45,812,660.0,652.0,,38.0,42.0,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-772601,,,,,58,2423,781.0,764.0,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,44,535,795.0,790.0,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-772601,,,,,47,1226,574.0,570.0,,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-772601,,,,,48,1145,678.0,659.0,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-772601,,,,,44,728,724.0,703.0,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,44,1256,688.0,675.0,2.0,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-772601,,,,,44,587,770.0,750.0,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-772601,,,,,42,719,790.0,774.0,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-772601,,,,,46,1207,707.0,695.0,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-772601,,,,,60,2546,606.0,599.0,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-772601,,,,,48,660,799.0,785.0,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-772601,,,,,49,2828,502.0,497.0,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-772601,4.0,3.0,4.0,3.0,58,2473,644.0,636.0,1.0,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,41,514,618.0,606.0,1.0,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-772601,4.0,1.0,4.0,1.0,45,1094,582.0,572.0,3.0,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-772601,3.0,2.0,3.0,2.0,51,948,738.0,723.0,1.0,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,43,1165,737.0,720.0,1.0,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,56,1802,699.0,689.0,1.0,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-772601,,,,,49,855,416.0,411.0,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,2.0,1.0,53,766,517.0,508.0,1.0,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-772601,,,,,63,2052,493.0,486.0,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,53,1106,492.0,490.0,1.0,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-772601,,,,,58,2214,450.0,448.0,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-772601,,,,,58,1304,325.0,324.0,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-772601,,,,,45,421,423.0,422.0,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-772601,,,,,65,2195,299.0,298.0,,,,,,,
